PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
AUT,1,1920,1920,11,1,26,O,11531,.,.,.,1
AUT,1,1920,1920,12,1,26,O,12142,.,.,.,1
AUT,1,1920,1920,TOT,1,26,O,146644,.,.,.,1
AUT,1,1921,1921,1,1,26,O,13107,.,.,.,1
AUT,1,1921,1921,2,1,26,O,12842,.,.,.,1
AUT,1,1921,1921,3,1,26,O,13827,.,.,.,1
AUT,1,1921,1921,4,1,26,O,12687,.,.,.,1
AUT,1,1921,1921,5,1,26,O,13659,.,.,.,1
AUT,1,1921,1921,6,1,26,O,12355,.,.,.,1
AUT,1,1921,1921,7,1,26,O,12625,.,.,.,1
AUT,1,1921,1921,8,1,26,O,12370,.,.,.,1
AUT,1,1921,1921,9,1,26,O,12158,.,.,.,1
AUT,1,1921,1921,10,1,26,O,11968,.,.,.,1
AUT,1,1921,1921,11,1,26,O,11606,.,.,.,1
AUT,1,1921,1921,12,1,26,O,11934,.,.,.,1
AUT,1,1921,1921,TOT,1,26,O,151138,.,.,.,1
AUT,1,1922,1922,1,1,26,O,13092,.,.,.,1
AUT,1,1922,1922,2,1,26,O,12826,.,.,.,1
AUT,1,1922,1922,3,1,26,O,13811,.,.,.,1
AUT,1,1922,1922,4,1,26,O,12672,.,.,.,1
AUT,1,1922,1922,5,1,26,O,13642,.,.,.,1
AUT,1,1922,1922,6,1,26,O,12341,.,.,.,1
AUT,1,1922,1922,7,1,26,O,12610,.,.,.,1
AUT,1,1922,1922,8,1,26,O,12355,.,.,.,1
AUT,1,1922,1922,9,1,26,O,12143,.,.,.,1
AUT,1,1922,1922,10,1,26,O,11954,.,.,.,1
AUT,1,1922,1922,11,1,26,O,11592,.,.,.,1
AUT,1,1922,1922,12,1,26,O,11920,.,.,.,1
AUT,1,1922,1922,TOT,1,26,O,150958,.,.,.,1
AUT,1,1923,1923,1,1,26,O,12739,.,.,.,1
AUT,1,1923,1923,2,1,26,O,12480,.,.,.,1
AUT,1,1923,1923,3,1,26,O,13437,.,.,.,1
AUT,1,1923,1923,4,1,26,O,12330,.,.,.,1
AUT,1,1923,1923,5,1,26,O,13274,.,.,.,1
AUT,1,1923,1923,6,1,26,O,12008,.,.,.,1
AUT,1,1923,1923,7,1,26,O,12270,.,.,.,1
AUT,1,1923,1923,8,1,26,O,12022,.,.,.,1
AUT,1,1923,1923,9,1,26,O,11815,.,.,.,1
AUT,1,1923,1923,10,1,26,O,11631,.,.,.,1
AUT,1,1923,1923,11,1,26,O,11280,.,.,.,1
AUT,1,1923,1923,12,1,26,O,11599,.,.,.,1
AUT,1,1923,1923,TOT,1,26,O,146885,.,.,.,1
AUT,1,1924,1924,1,1,26,O,12327,.,.,.,1
AUT,1,1924,1924,2,1,26,O,12077,.,.,.,1
AUT,1,1924,1924,3,1,26,O,13002,.,.,.,1
AUT,1,1924,1924,4,1,26,O,11932,.,.,.,1
AUT,1,1924,1924,5,1,26,O,12846,.,.,.,1
AUT,1,1924,1924,6,1,26,O,11620,.,.,.,1
AUT,1,1924,1924,7,1,26,O,11874,.,.,.,1
AUT,1,1924,1924,8,1,26,O,11634,.,.,.,1
AUT,1,1924,1924,9,1,26,O,11434,.,.,.,1
AUT,1,1924,1924,10,1,26,O,11256,.,.,.,1
AUT,1,1924,1924,11,1,26,O,10915,.,.,.,1
AUT,1,1924,1924,12,1,26,O,11224,.,.,.,1
AUT,1,1924,1924,TOT,1,26,O,142141,.,.,.,1
AUT,1,1925,1925,1,1,26,O,11781,.,.,.,1
AUT,1,1925,1925,2,1,26,O,11542,.,.,.,1
